,ALogP98,CNS,Drug,HBA,HBD,MW,SMILES,TPSA,TPSA_S,cLogD_ACD_v15,cLogP_ACD_v15,cLogP_Biobyte,fsp3,mapKa,mbpKa,nArom,nAtoms
114,1.869,False,Dirithromycin,16.0,5.0,835.07373,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O,196.32001,196.32001,1.99,2.8399999,2.78,0.98000002,,8.1599998,0.0,58.0
115,3.4170001,False,Disopyramide,3.0,1.0,339.47446,CC(C)N(CCC(c1ccccc1)(c2ccccn2)C(=O)N)C(C)C,59.220001,59.220001,0.46000001,2.8599999,2.5799999,0.43000001,,10.1,2.0,25.0
116,1.679,False,Dofetilide,6.0,2.0,441.56479,CN(CCc1ccc(cc1)NS(=O)(=O)C)CCOc2ccc(cc2)NS(=O)(=O)C,104.81,121.57,0.69999999,1.5599999,1.99,0.37,,8.2799997,2.0,29.0
117,0.30000001,False,Dolutegravir,6.0,2.0,419.37875,CC1CCOC2N1C(=O)c3c(c(=O)c(cn3C2)C(=O)NCc4ccc(cc4F)F)O,99.18,99.18,-3.97,-1.3099999,-0.41,0.34999999,4.5,,1.0,30.0
118,2.4530001,False,Domperidone,3.0,2.0,425.91125,c1ccc2c(c1)[nH]c(=O)n2CCCN3CCC(CC3)n4c5ccc(cc5[nH]c4=O)Cl,67.919998,67.919998,3.3800001,4.5,4.27,0.36000001,,9.4499998,2.0,30.0
119,2.4849999,False,Doxazosin,9.0,1.0,451.4751,COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)C4COc5ccccc5O4,112.27,112.27,0.58999997,0.64999998,4.04,0.34999999,,6.4499998,3.0,33.0
120,6.3369999,False,Doxercalciferol,2.0,2.0,412.64777,CC(C)C(C)/C=C/C(C)C1CCC\2C1(CCC/C2=C\C=C/3\CC(CC(C3=C)O)O)C,40.459999,40.459999,8.1400003,8.1400003,8.1599998,0.70999998,,,0.0,30.0
121,3.3829999,False,Drospirenone,3.0,0.0,366.49319,CC12CCC(=O)C=C1C3CC3C4C2CCC5(C4C6CC6C57CCC(=O)O7)C,43.369999,43.369999,3.1500001,3.1500001,2.8399999,0.82999998,,,0.0,27.0
122,3.415,False,Dydrogesterone,2.0,0.0,312.4458,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,34.139999,34.139999,3.5799999,3.5799999,3.54,0.70999998,,,0.0,23.0
123,-0.62599999,False,Dyphylline,5.0,2.0,254.24255,Cn1c2c(c(=O)n(c1=O)C)n(cn2)CC(CO)O,98.900002,98.900002,-1.1,-1.1,-1.29,0.5,,,1.0,18.0
124,0.88999999,False,Edoxaban,7.0,3.0,548.0575,CN1CCc2c(sc(n2)C(=O)NC3CC(CCC3NC(=O)C(=O)Nc4ccc(cn4)Cl)C(=O)N(C)C)C1,136.63,164.87,1.17,1.24,0.15000001,0.5,,6.5799999,2.0,37.0
125,3.777,False,Eltrombopag,7.0,3.0,442.46658,Cc1ccc(cc1C)n2c(=O)c(c([nH]2)C)N/N=C/3\C=CC=C(C3=O)c4cccc(c4)C(=O)O,111.1,111.1,1.46,4.4299998,3.98,0.12,3.95,2.6300001,2.0,33.0
126,1.839,False,Empagliflozin,7.0,4.0,450.90927,c1cc(ccc1Cc2cc(ccc2Cl)C3C(C(C(C(O3)CO)O)O)O)OC4CCOC4,108.61,108.61,3.3800001,3.3800001,2.5799999,0.47999999,,,2.0,31.0
127,-0.68000001,False,Emtricitabine,6.0,2.0,247.2467,c1c(c(nc(=O)n1C2CSC(O2)CO)N)F,88.150002,113.45,-0.41,-0.41,-1.29,0.5,,1.9299999,0.0,16.0
128,2.164,False,Enalapril,6.0,2.0,376.44672,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N2CCCC2C(=O)O,95.940002,95.940002,-1.15,2.4300001,0.67000002,0.55000001,3.1500001,5.4299998,1.0,27.0
129,-1.404,False,Entecavir,7.0,4.0,277.27921,C=C1C(CC(C1CO)O)n2cnc3c2[nH]c(nc3=O)N,125.76,125.76,-0.95999998,-0.95999998,-2.76,0.41999999,,3.49,1.0,20.0
130,2.1600001,False,Eplerenone,6.0,0.0,414.49139,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC,82.199997,82.199997,1.05,1.05,0.47,0.79000002,,,0.0,30.0
131,4.6040001,False,Eprosartan,5.0,2.0,424.51266,CCCCc1ncc(n1Cc2ccc(cc2)C(=O)O)/C=C(\Cc3cccs3)/C(=O)O,92.419998,120.66,1.37,4.96,4.8000002,0.25999999,3.6300001,8.3100004,3.0,30.0
132,3.8380001,False,Estradiol,2.0,2.0,272.38196,CC12CCC3c4ccc(cc4CCC3C1CCC2O)O,40.459999,40.459999,4.1300001,4.1300001,3.78,0.67000002,,,1.0,20.0
133,5.3800001,False,Estramustine,3.0,1.0,440.40314,CC12CCC3c4ccc(cc4CCC3C1CCC2O)OC(=O)N(CCCl)CCCl,49.77,49.77,5.3499999,5.3499999,4.9200001,0.69999999,,,1.0,29.0
134,3.964,False,Ethacrynic acid,4.0,1.0,303.13797,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)O,63.599998,63.599998,-0.33000001,3.3599999,3.4400001,0.23,2.8099999,,1.0,19.0
135,0.11,False,Ethambutol,4.0,4.0,204.30975,CCC(CO)NCCNC(CC)CO,64.519997,64.519997,-2.3299999,-0.050000001,0.12,1.0,,9.5900002,0.0,14.0
136,1.823,False,Ethoxzolamide,4.0,1.0,258.31729,CCOc1ccc2c(c1)sc(n2)S(=O)(=O)N,82.279999,118.9,2.04,2.05,2.05,0.22,,,2.0,16.0
137,4.9970002,False,Ethylestrenol,1.0,1.0,288.46747,CCC1(CCC2C1(CCC3C2CCC4=CCCCC34)C)O,20.23,20.23,6.5100002,6.5100002,6.0900002,0.89999998,,,0.0,21.0
138,4.2140002,False,Ethynodiol diacetate,2.0,2.0,300.43512,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(CCC34)O,40.459999,40.459999,3.9200001,3.9200001,3.23,0.80000001,,,0.0,22.0
139,3.723,False,Etodolac,3.0,2.0,287.35352,CCc1cccc2c1[nH]c3c2CCOC3(CC)CC(=O)O,62.32,62.32,0.61000001,3.5899999,3.4300001,0.47,4.3099999,,2.0,21.0
140,0.935,False,Etoposide,13.0,3.0,588.55658,CC1OCC2C(O1)C(C(C(O2)OC3c4cc5c(cc4C(C6C3COC6=O)c7cc(c(c(c7)OC)O)OC)OCO5)O)O,160.83,160.83,0.30000001,0.30000001,0.029999999,0.55000001,,,2.0,42.0
141,5.4920001,False,Etravirine,7.0,2.0,435.2767,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N,120.63,120.63,4.1900001,4.1900001,5.2199998,0.1,,,3.0,28.0
142,4.6329999,False,Ezetimibe,3.0,2.0,409.42523,c1cc(ccc1C2C(C(=O)N2c3ccc(cc3)F)CCC(c4ccc(cc4)F)O)O,60.77,60.77,3.25,3.26,3.96,0.20999999,,,3.0,30.0
143,3.517,False,Fenoprofen,3.0,1.0,242.26987,CC(c1cccc(c1)Oc2ccccc2)C(=O)O,46.529999,46.529999,0.75,3.8399999,3.8199999,0.13,4.1999998,,2.0,18.0
144,5.71,False,Fesoterodine,4.0,1.0,411.57687,CC(C)C(=O)Oc1ccc(cc1C(CCN(C(C)C)C(C)C)c2ccccc2)CO,49.77,49.77,2.23,5.0799999,4.3600001,0.5,,10.6,2.0,30.0
145,5.6420002,False,Fexofenadine,5.0,3.0,501.65637,CC(C)(c1ccc(cc1)C(CCCN2CCC(CC2)C(c3ccccc3)(c4ccccc4)O)O)C(=O)O,81.0,81.0,2.3,4.8000002,1.96,0.41,4.4299998,9.8000002,3.0,37.0
146,4.494,False,Flavoxate,5.0,0.0,391.45959,Cc1c(=O)c2cccc(c2oc1c3ccccc3)C(=O)OCCN4CCCCC4,55.84,55.84,4.3200002,5.1799998,4.9699998,0.33000001,,7.6500001,2.0,29.0
147,3.5680001,False,Flecainide,4.0,2.0,414.34271,c1cc(c(cc1OCC(F)(F)F)C(=O)NCC2CCCCN2)OCC(F)(F)F,59.59,59.59,0.76999998,2.9000001,3.6600001,0.58999997,,9.6899996,1.0,28.0
148,-1.452,False,Fludarabine,8.0,4.0,285.23178,c1nc2c(nc(nc2n1C3C(C(C(O3)CO)O)O)F)N,139.53999,139.53999,-0.40000001,-0.40000001,-2.0,0.5,,,2.0,20.0
149,2.6370001,False,Fluoxymesterone,3.0,2.0,336.44086,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C)O)C)O)F,57.529999,57.529999,2.1700001,2.1700001,2.8399999,0.85000002,,,0.0,24.0
150,4.244,False,Fluvastatin,4.0,3.0,411.46594,CC(C)n1c2ccccc2c(c1/C=C/C(CC(CC(=O)O)O)O)c3ccc(cc3)F,82.690002,82.690002,0.50999999,3.6199999,4.0500002,0.28999999,4.27,,3.0,30.0
151,-0.31799999,False,Fosfomycin,4.0,2.0,138.05904,CC1C(O1)P(=O)(O)O,79.870003,79.870003,-6.79,-2.98,-0.23,1.0,3.02,,0.0,8.0
152,6.2690001,False,Fosinopril,7.0,1.0,563.66248,CCC(=O)OC(C(C)C)OP(=O)(CCCCc1ccccc1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3,120.02,120.02,2.53,6.0900002,7.4499998,0.69999999,3.3599999,,1.0,39.0
153,1.1,False,Furazolidone,5.0,0.0,225.15828,c1cc(oc1/C=N/N2CCOC2=O)[N+](=O)[O-],100.86,100.86,-0.49000001,-0.49000001,-0.039999999,0.25,,,1.0,16.0
154,1.403,False,Furosemide,5.0,3.0,330.74414,c1cc(oc1)CNc2cc(c(cc2C(=O)O)S(=O)(=O)N)Cl,122.63,131.00999,-0.029999999,3.0999999,1.9,0.079999998,3.04,,2.0,21.0
155,1.796,False,Gatifloxacin,7.0,2.0,375.39407,CC1CN(CCN1)c2c(cc3c(c2OC)n(cc(c3=O)C(=O)O)C4CC4)F,82.110001,82.110001,-1.11,1.21,0.23999999,0.47,6.27,8.7200003,1.0,27.0
156,4.2030001,False,Gefitinib,7.0,1.0,446.90237,COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,68.739998,68.739998,3.97,4.1100001,5.5999999,0.36000001,,7.3400002,3.0,31.0
157,0.83200002,False,Gemifloxacin,9.0,2.0,389.38089,CO/N=C/1\CN(CC1CN)c2c(cc3c(=O)c(cn(c3n2)C4CC4)C(=O)O)F,121.35,121.35,-2.0899999,0.38,-0.86000001,0.44,6.02,9.1499996,1.0,28.0
158,4.3060002,False,Glimepiride,5.0,3.0,490.61554,CCC1=C(CN(C1=O)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,124.68,133.06,1.0,2.9400001,3.96,0.54000002,4.9899998,,1.0,34.0
159,1.902,False,Glipizide,6.0,3.0,445.53516,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3,130.14999,138.53,0.07,2.01,2.5699999,0.43000001,4.9699998,,2.0,31.0
160,4.1399999,False,Glyburide,5.0,3.0,494.00351,COc1ccc(cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3)Cl,113.6,121.98,1.8200001,3.75,4.2399998,0.38999999,4.9899998,,2.0,33.0
161,1.457,False,Glycopyrrolate,3.0,1.0,318.43051,C[N+]1(CCC(C1)OC(=O)C(c2ccccc2)(C3CCCC3)O)C,46.529999,46.529999,0.38,0.38,0.12,0.63,,,1.0,23.0
162,0.74699998,False,Guaifenesin,4.0,2.0,198.21576,COc1ccccc1OCC(CO)O,58.919998,58.919998,0.56999999,0.56999999,0.1,0.40000001,,,1.0,14.0
163,0.294,False,Guanadrel,5.0,2.0,213.27675,C1CCC2(CC1)OCC(O2)CN=C(N)N,82.860001,82.860001,-1.49,0.50999999,0.62,0.89999998,,12.29,0.0,15.0
164,1.186,False,Guanethidine,4.0,2.0,198.30849,C1CCCN(CCC1)CCN=C(N)N,67.629997,67.629997,-1.0,1.5599999,1.34,0.89999998,,13.35,0.0,14.0
165,0.73799998,False,Hetacillin,6.0,2.0,389.4686,CC1(C(N2C(S1)C(C2=O)N3C(=O)C(NC3(C)C)c4ccccc4)C(=O)O)C,89.949997,115.25,-1.3099999,2.4000001,0.81,0.52999997,2.45,4.9699998,1.0,27.0
166,2.04,False,Hexocyclium,2.0,1.0,317.48883,C[N+]1(CCN(CC1)CC(c2ccccc2)(C3CCCCC3)O)C,23.469999,23.469999,1.15,1.15,1.41,0.69999999,,4.1599998,1.0,23.0
167,0.935,False,Hydralazine,4.0,2.0,160.17592,c1ccc2c(c1)cnnc2NN,63.830002,63.830002,0.99000001,1.0,1.17,0.0,,6.25,2.0,12.0
168,1.283,False,Hydrocortisone,5.0,3.0,362.4599,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,94.830002,94.830002,1.4299999,1.4299999,1.89,0.81,,,0.0,26.0
169,0.685,False,Ibandronate,8.0,5.0,319.22894,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,158.14,158.14,-5.0500002,-0.64999998,-3.3699999,1.0,1.33,9.5,0.0,19.0
170,3.845,False,Ibrutinib,6.0,1.0,440.49707,C=CC(=O)N1CCCC(C1)n2c3c(c(n2)c4ccc(cc4)Oc5ccccc5)c(ncn3)N,99.160004,99.160004,2.9200001,2.9200001,4.0700002,0.2,,4.23,4.0,33.0
171,3.4849999,False,Idelalisib,6.0,2.0,415.42303,CCC(c1nc2cccc(c2c(=O)n1c3ccccc3)F)Nc4c5c(nc[nH]5)ncn4,99.160004,99.160004,2.96,2.96,3.6199999,0.14,,4.0799999,4.0,31.0
172,4.2199998,False,Imatinib,7.0,2.0,493.60272,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,86.279999,86.279999,2.0799999,2.48,4.5300002,0.23999999,,7.77,4.0,37.0
173,2.5380001,False,Indapamide,4.0,2.0,365.83453,CC1Cc2ccccc2N1NC(=O)c3ccc(c(c3)S(=O)(=O)N)Cl,92.489998,100.88,2.0899999,2.0999999,2.96,0.19,,,2.0,24.0
174,3.082,False,Indinavir,7.0,4.0,613.78949,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(Cc2ccccc2)C(=O)NC3c4ccccc4CC3O)O)Cc5cccnc5,118.03,118.03,2.8699999,2.8800001,3.6800001,0.47,,6.6199999,3.0,45.0
175,4.8410001,False,Irbesartan,5.0,1.0,428.52942,CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5n[nH]nn5,87.129997,87.129997,2.53,4.5,6.04,0.40000001,4.5,2.5999999,3.0,32.0
176,-0.81099999,False,Isoniazid,3.0,2.0,137.13928,c1cnccc1C(=O)NN,68.010002,68.010002,-0.88999999,-0.88999999,-0.67000002,0.0,,3.79,1.0,10.0
177,2.7850001,False,Isopropamide,1.0,1.0,353.52094,CC(C)[N+](C)(CCC(c1ccccc1)(c2ccccc2)C(=O)N)C(C)C,43.09,43.09,-3.49,-3.49,-0.2,0.43000001,,,2.0,26.0
178,6.4349999,False,Itraconazole,9.0,0.0,705.63342,CCC(C)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OCC5COC(O5)(Cn6cncn6)c7ccc(cc7Cl)Cl,100.79,100.79,4.2800002,4.3499999,7.25,0.37,,6.4699998,4.0,49.0
179,4.5159998,False,Ivacaftor,4.0,3.0,392.49072,CC(C)(C)c1cc(c(cc1NC(=O)c2c[nH]c3ccccc3c2=O)O)C(C)(C)C,78.43,78.43,6.3400002,6.3400002,3.8199999,0.33000001,,,2.0,29.0
180,3.6099999,False,Ketoconazole,6.0,0.0,531.43091,CC(=O)N1CCN(CC1)c2ccc(cc2)OCC3COC(O3)(Cn4ccnc4)c5ccc(cc5Cl)Cl,69.059998,69.059998,3.4300001,3.55,4.1399999,0.38,,6.8800001,3.0,36.0
181,2.832,False,Ketorolac,3.0,1.0,255.26862,c1ccc(cc1)C(=O)c2ccc3n2CCC3C(=O)O,59.299999,59.299999,-0.94,2.0799999,1.62,0.2,4.29,,2.0,19.0
182,2.355,False,Labetalol,4.0,4.0,328.40546,CC(CCc1ccccc1)NCC(c2ccc(c(c2)C(=O)N)O)O,95.580002,95.580002,0.41999999,2.3099999,2.5,0.31999999,,9.3699999,2.0,24.0
183,-4.3109999,False,Lactulose,11.0,8.0,342.29648,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,189.52,189.52,-3.21,-3.21,-3.5899999,1.0,,,0.0,23.0
184,6.0409999,False,Lapatinib,7.0,2.0,581.05756,CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F,106.35,114.73,5.0999999,5.1399999,5.96,0.17,,6.6100001,5.0,40.0
185,2.832,False,Lenvatinib,5.0,3.0,426.85294,COc1cc2c(cc1C(=O)N)c(ccn2)Oc3ccc(c(c3)Cl)NC(=O)NC4CC4,115.57,115.57,3.3900001,3.3900001,3.3499999,0.19,,4.6900001,3.0,30.0
186,1.661,False,Levofloxacin,7.0,1.0,361.36749,CC1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O,73.32,73.32,-1.41,0.83999997,0.0,0.44,5.1900001,7.3699999,1.0,26.0
187,3.243,False,Linagliptin,7.0,1.0,472.54221,CC#CCn1c2c(nc1N3CCCC(C3)N)n(c(=O)n(c2=O)Cc4nc(c5ccccc5n4)C)C,113.47,113.47,-0.34,1.99,2.46,0.40000001,,10.01,3.0,35.0
188,0.89399999,False,Linezolid,5.0,1.0,337.3461,CC(=O)NCC1CN(C(=O)O1)c2ccc(c(c2)F)N3CCOCC3,71.110001,71.110001,0.28999999,0.30000001,0.67000002,0.5,,5.75,1.0,24.0
189,1.51,False,Lisinopril,7.0,4.0,405.48792,c1ccc(cc1)CCC(C(=O)O)NC(CCCCN)C(=O)N2CCCC2C(=O)O,132.96001,132.96001,-1.8200001,1.1900001,-1.8200001,0.56999999,2.1800001,10.5,1.0,29.0
190,7.79,False,Lomitapide,3.0,2.0,693.7204,c1ccc(c(c1)c2ccc(cc2)C(F)(F)F)C(=O)NC3CCN(CC3)CCCCC4(c5ccccc5-c6c4cccc6)C(=O)NCC(F)(F)F,61.439999,61.439999,6.21,7.7800002,7.0,0.33000001,,8.5600004,4.0,50.0
191,4.6350002,False,Loperamide,3.0,1.0,477.03751,CN(C)C(=O)C(CCN1CCC(CC1)(c2ccc(cc2)Cl)O)(c3ccccc3)c4ccccc4,43.779999,43.779999,3.73,4.2600002,4.6599998,0.34,,8.2600002,3.0,34.0
192,4.9260001,False,Lopinavir,5.0,4.0,628.80084,Cc1cccc(c1OCC(=O)NC(Cc2ccccc2)C(CC(Cc3ccccc3)NC(=O)C(C(C)C)N4CCCNC4=O)O)C,120.0,120.0,6.2600002,6.2600002,6.0900002,0.43000001,,,3.0,46.0
193,0.0040000002,False,Loracarbef,5.0,3.0,349.76895,c1ccc(cc1)C(C(=O)NC2C3CCC(=C(N3C2=O)C(=O)O)Cl)N,112.73,112.73,-4.3800001,-1.14,-0.47,0.31,3.0999999,6.5599999,1.0,24.0
194,3.848,False,Lubiprostone,5.0,2.0,390.46188,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,83.830002,83.830002,0.25,2.8499999,3.8299999,0.89999998,4.77,,0.0,27.0
195,3.671,False,Macitentan,8.0,2.0,588.27289,CCCNS(=O)(=O)Nc1c(c(ncn1)OCCOc2ncc(cn2)Br)c3ccc(cc3)Br,128.22,136.60001,3.48,5.4099998,4.3000002,0.25999999,,5.3000002,3.0,32.0
196,3.7550001,False,Medroxyprogesterone acetate,4.0,0.0,386.52435,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,60.439999,60.439999,4.1100001,4.1100001,4.1999998,0.79000002,,,0.0,28.0
197,3.9820001,False,Mefenamic acid,3.0,2.0,241.2851,Cc1cccc(c1C)Nc2ccccc2C(=O)O,49.330002,49.330002,2.3699999,5.3299999,5.29,0.13,3.73,,2.0,18.0
198,0.58499998,False,Meloxicam,5.0,2.0,351.4007,Cc1cnc(s1)NC(=O)C2=C(c3ccccc3S(=O)(=O)N2C)O,99.589996,136.22,-0.17,2.71,2.29,0.14,4.5,2.8900001,2.0,23.0
199,2.3659999,False,Melphalan,4.0,2.0,305.20023,c1cc(ccc1CC(C(=O)O)N)N(CCCl)CCCl,66.550003,66.550003,-0.70999998,1.79,-0.20999999,0.46000001,2.1199999,9.54,1.0,19.0
200,1.888,False,Mepenzolate,3.0,1.0,340.43604,C[N+]1(CCCC(C1)OC(=O)C(c2ccccc2)(c3ccccc3)O)C,46.529999,46.529999,0.97000003,0.97000003,0.16,0.38,,,2.0,25.0
201,0.089000002,False,Mercaptopurine,4.0,2.0,152.17705,c1[nH]c2c(n1)[nH]cnc2=S,53.07,85.160004,-0.63999999,-0.63,-1.33,0.0,,8.8900003,1.0,10.0
202,0.47099999,False,Mesalamine,4.0,3.0,153.13538,c1cc(c(cc1N)C(=O)O)O,83.550003,83.550003,-2.6600001,0.46000001,1.0599999,0.0,1.9,5.4299998,1.0,11.0
203,-0.68599999,False,Mesna,4.0,1.0,141.18929,C(CS(=O)(=O)[O-])S,57.200001,104.38,-4.6999998,-1.2,-1.55,1.0,1.5,,0.0,7.0
204,1.099,False,Metaproterenol,4.0,4.0,211.25758,CC(C)NCC(c1cc(cc(c1)O)O)O,72.720001,72.720001,-1.77,0.13,0.079999998,0.44999999,,9.5299997,1.0,15.0
205,2.4679999,False,Metaxalone,3.0,1.0,221.2524,Cc1cc(cc(c1)OCC2CNC(=O)O2)C,47.560001,47.560001,2.4200001,2.4200001,2.1500001,0.41999999,,,1.0,16.0
206,2.4260001,False,Methantheline,3.0,0.0,340.43604,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc3c1cccc3,35.529999,35.529999,-1.26,-1.26,0.88,0.38,,,2.0,25.0
207,0.029999999,False,Methazolamide,7.0,1.0,236.27202,CC(=O)/N=c\1/n(nc(s1)S(=O)(=O)N)C,105.19,138.87,-0.20999999,0.13,0.090000004,0.40000001,7.3099999,,0.0,14.0
208,0.085000001,False,Methenamine,4.0,0.0,140.18626,C1N2CN3CN1CN(C2)C3,12.96,12.96,2.1700001,2.1700001,2.4400001,1.0,,5.2800002,0.0,10.0
209,-0.30500001,False,Methimazole,1.0,1.0,114.16884,Cn1cc[nH]c1=S,15.27,47.360001,-0.34,-0.34,-0.34,0.25,,,0.0,7.0
210,-0.53100002,False,Methscopolamine,4.0,1.0,318.38745,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)c4ccccc4)C,59.060001,59.060001,-2.29,-2.29,-2.47,0.61000001,,,1.0,23.0
211,3.678,False,Methyltestosterone,2.0,1.0,302.45099,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,37.290001,37.290001,4.02,4.02,3.9300001,0.85000002,,,0.0,22.0
212,2.464,False,Metolazone,4.0,2.0,365.83453,Cc1ccccc1N2C(Nc3cc(c(cc3C2=O)S(=O)(=O)N)Cl)C,92.5,100.88,1.5599999,1.5700001,2.0599999,0.19,,,2.0,24.0
213,-0.33700001,False,Metronidazole,4.0,1.0,171.15396,Cc1ncc(n1CCO)[N+](=O)[O-],83.870003,83.870003,-0.0099999998,-0.0099999998,-0.46000001,0.5,,2.5799999,1.0,12.0
214,0.94300002,False,Metyrosine,4.0,3.0,195.21512,CC(Cc1ccc(cc1)O)(C(=O)O)N,83.550003,83.550003,-1.78,0.73000002,-1.67,0.30000001,2.29,9.0900002,1.0,14.0
215,-0.54799998,False,Midodrine,5.0,3.0,254.28232,COc1ccc(c(c1)C(CNC(=O)CN)O)OC,93.809998,93.809998,-0.83999997,-0.66000003,-0.34999999,0.41999999,,7.75,1.0,18.0
216,-2.444,False,Miglitol,6.0,5.0,207.22427,C1C(C(C(C(N1CCO)CO)O)O)O,104.39,104.39,-1.4299999,-1.4,-1.26,1.0,,7.5900002,0.0,14.0
217,4.8660002,False,Miltefosine,4.0,0.0,407.56799,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,68.400002,68.400002,4.1799998,3.5799999,3.54,1.0,1.28,,0.0,27.0
218,0.097000003,False,Minocycline,9.0,5.0,457.47638,CN(C)c1ccc(c2c1CC3CC4C(C(=C(C(=O)C4(C(=C3C2=O)O)O)C(=O)N)O)N(C)C)O,164.63,164.63,-3.3299999,-0.64999998,0.20999999,0.43000001,4.5,11.06,1.0,33.0
219,0.052000001,False,Minoxidil,5.0,3.0,209.24831,c1c(n(c(=N)nc1N2CCCCC2)O)N,88.940002,88.940002,-3.99,-1.49,-1.41,0.56,,16.66,0.0,15.0
220,2.4530001,False,Mirabegron,5.0,4.0,396.50586,c1ccc(cc1)C(CNCCc2ccc(cc2)NC(=O)Cc3csc(n3)N)O,100.27,128.50999,-0.37,1.29,1.3200001,0.23999999,,8.8999996,3.0,28.0
221,5.7449999,False,Mitotane,0.0,0.0,320.0412,c1ccc(c(c1)C(c2ccc(cc2)Cl)C(Cl)Cl)Cl,0.0,0.0,5.3899999,5.3899999,6.0599999,0.14,,,2.0,18.0
222,8.2840004,False,Montelukast,5.0,2.0,586.18323,CC(C)(c1ccccc1CCC(c2cccc(c2)/C=C/c3ccc4ccc(cc4n3)Cl)SCC5(CC5)CC(=O)O)O,70.419998,95.720001,5.1900001,7.8000002,8.4700003,0.31,4.7600002,2.22,4.0,41.0
223,2.003,False,Moxifloxacin,7.0,2.0,401.43137,COc1c2c(cc(c1N3CC4CCCNC4C3)F)c(=O)c(cn2C5CC5)C(=O)O,82.110001,82.110001,-0.91000003,1.6,0.46000001,0.51999998,6.2800002,10.63,1.0,29.0
224,3.1570001,False,Mycophenolic acid,6.0,2.0,320.3371,Cc1c2c(c(c(c1OC)C/C=C(\C)/CCC(=O)O)O)C(=O)OC2,93.059998,93.059998,0.25999999,2.9200001,2.29,0.41,4.71,,1.0,23.0
225,2.9430001,False,Nabumetone,2.0,0.0,228.28635,CC(=O)CCc1ccc2cc(ccc2c1)OC,26.299999,26.299999,2.8199999,2.8199999,2.98,0.27000001,,,2.0,17.0
226,1.146,False,Nadolol,5.0,4.0,309.40057,CC(C)(C)NCC(COc1cccc2c1CC(C(C2)O)O)O,81.949997,81.949997,-0.81,1.29,0.38,0.64999998,,9.7700005,1.0,22.0
227,1.176,False,Nalidixic acid,5.0,1.0,232.23528,CCn1cc(c(=O)c2c1nc(cc2)C)C(=O)O,70.5,70.5,-0.37,1.1900001,1.02,0.25,3.45,6.1199999,1.0,17.0
228,2.849,False,Naproxen,3.0,1.0,230.25916,CC(c1ccc2cc(ccc2c1)OC)C(=O)O,46.529999,46.529999,0.47,3.0,2.8199999,0.20999999,4.8400002,,2.0,17.0
229,3.9809999,False,Nateglinide,3.0,2.0,317.42258,CC(C)C1CCC(CC1)C(=O)NC(Cc2ccccc2)C(=O)O,66.400002,66.400002,0.61000001,4.21,4.3000002,0.57999998,3.6099999,,1.0,23.0
